code,term,dmd_id,dmd_type,bnf_code
321987003,Citalopram 20mg tablets,321987003,VMP,0403030D0AAAAAA
4011911000001102,Citalopram 20mg tablets,4011911000001102,AMP,0403030D0AAAAAA
18460911000001102,Citalopram 20mg tablets,18460911000001102,AMP,0403030D0AAAAAA
7394911000001108,Citalopram 20mg tablets,7394911000001108,AMP,0403030D0AAAAAA
4247811000001102,Citalopram 20mg tablets,4247811000001102,AMP,0403030D0AAAAAA
9785811000001109,Citalopram 20mg tablets,9785811000001109,AMP,0403030D0AAAAAA
13764611000001109,Citalopram 20mg tablets,13764611000001109,AMP,0403030D0AAAAAA
10394411000001109,Citalopram 20mg tablets,10394411000001109,AMP,0403030D0AAAAAA
15989711000001100,Citalopram 20mg tablets,15989711000001100,AMP,0403030D0AAAAAA
19714611000001105,Citalopram 20mg tablets,19714611000001105,AMP,0403030D0AAAAAA
9180011000001104,Citalopram 20mg tablets,9180011000001104,AMP,0403030D0AAAAAA
4012111000001105,Citalopram 20mg tablets,4012111000001105,AMP,0403030D0AAAAAA
37053111000001101,Citalopram 20mg tablets,37053111000001101,AMP,0403030D0AAAAAA
38836211000001107,Citalopram 20mg tablets,38836211000001107,AMP,0403030D0AAAAAA
36438611000001109,Citalopram 20mg tablets,36438611000001109,AMP,0403030D0AAAAAA
19188911000001102,Citalopram 20mg tablets,19188911000001102,AMP,0403030D0AAAAAA
4817711000001107,Citalopram 20mg tablets,4817711000001107,AMP,0403030D0AAAAAA
10443511000001108,Citalopram 20mg tablets,10443511000001108,AMP,0403030D0AAAAAA
37505811000001104,Citalopram 20mg tablets,37505811000001104,AMP,0403030D0AAAAAA
9410811000001107,Citalopram 20mg tablets,9410811000001107,AMP,0403030D0AAAAAA
17859211000001107,Citalopram 20mg tablets,17859211000001107,AMP,0403030D0AAAAAA
7458011000001100,Citalopram 20mg tablets,7458011000001100,AMP,0403030D0AAAAAA
28690711000001102,Citalopram 20mg tablets,28690711000001102,AMP,0403030D0AAAAAA
4012311000001107,Citalopram 20mg tablets,4012311000001107,AMP,0403030D0AAAAAA
15079511000001107,Citalopram 20mg tablets,15079511000001107,AMP,0403030D0AAAAAA
36755911000001104,Citalopram 20mg tablets,36755911000001104,AMP,0403030D0AAAAAA
7396511000001107,Citalopram 20mg tablets,7396511000001107,AMP,0403030D0AAAAAA
13745211000001103,Citalopram 20mg tablets,13745211000001103,AMP,0403030D0AAAAAA
21853911000001102,Citalopram 20mg tablets,21853911000001102,AMP,0403030D0AAAAAA
4468611000001106,Citalopram 20mg tablets,4468611000001106,AMP,0403030D0AAAAAA
321989000,Citalopram 10mg tablets,321989000,VMP,0403030D0AAABAB
4011011000001101,Citalopram 10mg tablets,4011011000001101,AMP,0403030D0AAABAB
18460711000001104,Citalopram 10mg tablets,18460711000001104,AMP,0403030D0AAABAB
7394711000001106,Citalopram 10mg tablets,7394711000001106,AMP,0403030D0AAABAB
4247611000001101,Citalopram 10mg tablets,4247611000001101,AMP,0403030D0AAABAB
9785611000001105,Citalopram 10mg tablets,9785611000001105,AMP,0403030D0AAABAB
10394011000001100,Citalopram 10mg tablets,10394011000001100,AMP,0403030D0AAABAB
15989511000001105,Citalopram 10mg tablets,15989511000001105,AMP,0403030D0AAABAB
19714411000001107,Citalopram 10mg tablets,19714411000001107,AMP,0403030D0AAABAB
9448211000001104,Citalopram 10mg tablets,9448211000001104,AMP,0403030D0AAABAB
4011411000001105,Citalopram 10mg tablets,4011411000001105,AMP,0403030D0AAABAB
37052811000001100,Citalopram 10mg tablets,37052811000001100,AMP,0403030D0AAABAB
38836011000001102,Citalopram 10mg tablets,38836011000001102,AMP,0403030D0AAABAB
36107611000001101,Citalopram 10mg tablets,36107611000001101,AMP,0403030D0AAABAB
19188711000001104,Citalopram 10mg tablets,19188711000001104,AMP,0403030D0AAABAB
4817511000001102,Citalopram 10mg tablets,4817511000001102,AMP,0403030D0AAABAB
10443011000001100,Citalopram 10mg tablets,10443011000001100,AMP,0403030D0AAABAB
37505611000001103,Citalopram 10mg tablets,37505611000001103,AMP,0403030D0AAABAB
9411011000001105,Citalopram 10mg tablets,9411011000001105,AMP,0403030D0AAABAB
17859011000001102,Citalopram 10mg tablets,17859011000001102,AMP,0403030D0AAABAB
7457811000001107,Citalopram 10mg tablets,7457811000001107,AMP,0403030D0AAABAB
28690311000001101,Citalopram 10mg tablets,28690311000001101,AMP,0403030D0AAABAB
4011711000001104,Citalopram 10mg tablets,4011711000001104,AMP,0403030D0AAABAB
15079211000001109,Citalopram 10mg tablets,15079211000001109,AMP,0403030D0AAABAB
36513711000001107,Citalopram 10mg tablets,36513711000001107,AMP,0403030D0AAABAB
7396211000001109,Citalopram 10mg tablets,7396211000001109,AMP,0403030D0AAABAB
13745011000001108,Citalopram 10mg tablets,13745011000001108,AMP,0403030D0AAABAB
21853711000001104,Citalopram 10mg tablets,21853711000001104,AMP,0403030D0AAABAB
4468311000001101,Citalopram 10mg tablets,4468311000001101,AMP,0403030D0AAABAB
321991008,Citalopram 40mg tablets,321991008,VMP,0403030D0AAACAC
4012511000001101,Citalopram 40mg tablets,4012511000001101,AMP,0403030D0AAACAC
18470111000001108,Citalopram 40mg tablets,18470111000001108,AMP,0403030D0AAACAC
7395111000001109,Citalopram 40mg tablets,7395111000001109,AMP,0403030D0AAACAC
4248011000001109,Citalopram 40mg tablets,4248011000001109,AMP,0403030D0AAACAC
9786311000001105,Citalopram 40mg tablets,9786311000001105,AMP,0403030D0AAACAC
13764811000001108,Citalopram 40mg tablets,13764811000001108,AMP,0403030D0AAACAC
10394811000001106,Citalopram 40mg tablets,10394811000001106,AMP,0403030D0AAACAC
15989911000001103,Citalopram 40mg tablets,15989911000001103,AMP,0403030D0AAACAC
19714811000001109,Citalopram 40mg tablets,19714811000001109,AMP,0403030D0AAACAC
9180211000001109,Citalopram 40mg tablets,9180211000001109,AMP,0403030D0AAACAC
4012711000001106,Citalopram 40mg tablets,4012711000001106,AMP,0403030D0AAACAC
38836411000001106,Citalopram 40mg tablets,38836411000001106,AMP,0403030D0AAACAC
36438811000001108,Citalopram 40mg tablets,36438811000001108,AMP,0403030D0AAACAC
19189311000001109,Citalopram 40mg tablets,19189311000001109,AMP,0403030D0AAACAC
4817911000001109,Citalopram 40mg tablets,4817911000001109,AMP,0403030D0AAACAC
10444011000001103,Citalopram 40mg tablets,10444011000001103,AMP,0403030D0AAACAC
37506011000001101,Citalopram 40mg tablets,37506011000001101,AMP,0403030D0AAACAC
9411411000001101,Citalopram 40mg tablets,9411411000001101,AMP,0403030D0AAACAC
17859411000001106,Citalopram 40mg tablets,17859411000001106,AMP,0403030D0AAACAC
7458311000001102,Citalopram 40mg tablets,7458311000001102,AMP,0403030D0AAACAC
28692211000001105,Citalopram 40mg tablets,28692211000001105,AMP,0403030D0AAACAC
4012911000001108,Citalopram 40mg tablets,4012911000001108,AMP,0403030D0AAACAC
15079911000001100,Citalopram 40mg tablets,15079911000001100,AMP,0403030D0AAACAC
36756111000001108,Citalopram 40mg tablets,36756111000001108,AMP,0403030D0AAACAC
7396711000001102,Citalopram 40mg tablets,7396711000001102,AMP,0403030D0AAACAC
13745411000001104,Citalopram 40mg tablets,13745411000001104,AMP,0403030D0AAACAC
21854111000001103,Citalopram 40mg tablets,21854111000001103,AMP,0403030D0AAACAC
4469011000001109,Citalopram 40mg tablets,4469011000001109,AMP,0403030D0AAACAC
12021111000001103,Citalopram 20mg/5ml oral suspension,12021111000001103,VMP,0403030D0AAADAD
11970711000001101,Citalopram 20mg/5ml oral suspension,11970711000001101,AMP,0403030D0AAADAD
12021011000001104,Citalopram 10mg/5ml oral suspension,12021011000001104,VMP,0403030D0AAAGAG
11970211000001108,Citalopram 10mg/5ml oral suspension,11970211000001108,AMP,0403030D0AAAGAG
847211000001102,Cipramil 20mg tablets,847211000001102,AMP,0403030D0BBAAAA
62511000001109,Cipramil 10mg tablets,62511000001109,AMP,0403030D0BBABAB
695611000001105,Cipramil 40mg tablets,695611000001105,AMP,0403030D0BBACAC
321949006,Fluoxetine 20mg capsules,321949006,VMP,0403030E0AAAAAA
723711000001104,Fluoxetine 20mg capsules,723711000001104,AMP,0403030E0AAAAAA
18461711000001107,Fluoxetine 20mg capsules,18461711000001107,AMP,0403030E0AAAAAA
335911000001100,Fluoxetine 20mg capsules,335911000001100,AMP,0403030E0AAAAAA
453911000001108,Fluoxetine 20mg capsules,453911000001108,AMP,0403030E0AAAAAA
9799811000001108,Fluoxetine 20mg capsules,9799811000001108,AMP,0403030E0AAAAAA
10408211000001105,Fluoxetine 20mg capsules,10408211000001105,AMP,0403030E0AAAAAA
23587411000001103,Fluoxetine 20mg capsules,23587411000001103,AMP,0403030E0AAAAAA
32489611000001107,Fluoxetine 20mg capsules,32489611000001107,AMP,0403030E0AAAAAA
23909011000001106,Fluoxetine 20mg capsules,23909011000001106,AMP,0403030E0AAAAAA
11018011000001101,Fluoxetine 20mg capsules,11018011000001101,AMP,0403030E0AAAAAA
18074311000001105,Fluoxetine 20mg capsules,18074311000001105,AMP,0403030E0AAAAAA
37593011000001107,Fluoxetine 20mg capsules,37593011000001107,AMP,0403030E0AAAAAA
33555411000001101,Fluoxetine 20mg capsules,33555411000001101,AMP,0403030E0AAAAAA
848111000001109,Fluoxetine 20mg capsules,848111000001109,AMP,0403030E0AAAAAA
258111000001102,Fluoxetine 20mg capsules,258111000001102,AMP,0403030E0AAAAAA
614811000001109,Fluoxetine 20mg capsules,614811000001109,AMP,0403030E0AAAAAA
30131811000001107,Fluoxetine 20mg capsules,30131811000001107,AMP,0403030E0AAAAAA
38917611000001109,Fluoxetine 20mg capsules,38917611000001109,AMP,0403030E0AAAAAA
32938411000001107,Fluoxetine 20mg capsules,32938411000001107,AMP,0403030E0AAAAAA
19193611000001100,Fluoxetine 20mg capsules,19193611000001100,AMP,0403030E0AAAAAA
24132411000001103,Fluoxetine 20mg capsules,24132411000001103,AMP,0403030E0AAAAAA
252411000001105,Fluoxetine 20mg capsules,252411000001105,AMP,0403030E0AAAAAA
10444811000001109,Fluoxetine 20mg capsules,10444811000001109,AMP,0403030E0AAAAAA
17909511000001108,Fluoxetine 20mg capsules,17909511000001108,AMP,0403030E0AAAAAA
166911000001109,Fluoxetine 20mg capsules,166911000001109,AMP,0403030E0AAAAAA
37091511000001101,Fluoxetine 20mg capsules,37091511000001101,AMP,0403030E0AAAAAA
527811000001100,Fluoxetine 20mg capsules,527811000001100,AMP,0403030E0AAAAAA
15209011000001100,Fluoxetine 20mg capsules,15209011000001100,AMP,0403030E0AAAAAA
18282511000001107,Fluoxetine 20mg capsules,18282511000001107,AMP,0403030E0AAAAAA
756611000001101,Fluoxetine 20mg capsules,756611000001101,AMP,0403030E0AAAAAA
13751411000001100,Fluoxetine 20mg capsules,13751411000001100,AMP,0403030E0AAAAAA
22014311000001108,Fluoxetine 20mg capsules,22014311000001108,AMP,0403030E0AAAAAA
12909311000001100,Fluoxetine 20mg capsules,12909311000001100,AMP,0403030E0AAAAAA
560111000001104,Fluoxetine 20mg capsules,560111000001104,AMP,0403030E0AAAAAA
321951005,Fluoxetine 20mg/5ml oral solution,321951005,VMP,0403030E0AAACAC
437511000001107,Fluoxetine 20mg/5ml oral solution,437511000001107,AMP,0403030E0AAACAC
476511000001107,Fluoxetine 20mg/5ml oral solution,476511000001107,AMP,0403030E0AAACAC
17970711000001104,Fluoxetine 20mg/5ml oral solution,17970711000001104,AMP,0403030E0AAACAC
23980211000001107,Fluoxetine 20mg/5ml oral solution,23980211000001107,AMP,0403030E0AAACAC
18073311000001108,Fluoxetine 20mg/5ml oral solution,18073311000001108,AMP,0403030E0AAACAC
10307911000001105,Fluoxetine 20mg/5ml oral solution,10307911000001105,AMP,0403030E0AAACAC
4576111000001104,Fluoxetine 20mg/5ml oral solution,4576111000001104,AMP,0403030E0AAACAC
321711000001101,Fluoxetine 20mg/5ml oral solution,321711000001101,AMP,0403030E0AAACAC
30810711000001106,Fluoxetine 20mg/5ml oral solution,30810711000001106,AMP,0403030E0AAACAC
38918211000001106,Fluoxetine 20mg/5ml oral solution,38918211000001106,AMP,0403030E0AAACAC
9480011000001103,Fluoxetine 20mg/5ml oral solution,9480011000001103,AMP,0403030E0AAACAC
18108111000001103,Fluoxetine 20mg/5ml oral solution,18108111000001103,AMP,0403030E0AAACAC
13621511000001108,Fluoxetine 20mg/5ml oral solution,13621511000001108,AMP,0403030E0AAACAC
4331011000001108,Fluoxetine 20mg/5ml oral solution,4331011000001108,AMP,0403030E0AAACAC
29866111000001106,Fluoxetine 20mg/5ml oral solution,29866111000001106,AMP,0403030E0AAACAC
263811000001105,Fluoxetine 20mg/5ml oral solution,263811000001105,AMP,0403030E0AAACAC
22014711000001107,Fluoxetine 20mg/5ml oral solution,22014711000001107,AMP,0403030E0AAACAC
321954002,Fluoxetine 60mg capsules,321954002,VMP,0403030E0AAAEAE
9530611000001107,Fluoxetine 60mg capsules,9530611000001107,AMP,0403030E0AAAEAE
17219811000001108,Fluoxetine 60mg capsules,17219811000001108,AMP,0403030E0AAAEAE
29922611000001103,Fluoxetine 60mg capsules,29922611000001103,AMP,0403030E0AAAEAE
4572511000001107,Fluoxetine 60mg capsules,4572511000001107,AMP,0403030E0AAAEAE
19818411000001100,Fluoxetine 60mg capsules,19818411000001100,AMP,0403030E0AAAEAE
23587611000001100,Fluoxetine 60mg capsules,23587611000001100,AMP,0403030E0AAAEAE
23980011000001102,Fluoxetine 60mg capsules,23980011000001102,AMP,0403030E0AAAEAE
18475711000001104,Fluoxetine 60mg capsules,18475711000001104,AMP,0403030E0AAAEAE
7764411000001102,Fluoxetine 60mg capsules,7764411000001102,AMP,0403030E0AAAEAE
30132011000001109,Fluoxetine 60mg capsules,30132011000001109,AMP,0403030E0AAAEAE
38918011000001101,Fluoxetine 60mg capsules,38918011000001101,AMP,0403030E0AAAEAE
32938211000001108,Fluoxetine 60mg capsules,32938211000001108,AMP,0403030E0AAAEAE
35162011000001107,Fluoxetine 60mg capsules,35162011000001107,AMP,0403030E0AAAEAE
3962111000001101,Fluoxetine 60mg capsules,3962111000001101,AMP,0403030E0AAAEAE
17909711000001103,Fluoxetine 60mg capsules,17909711000001103,AMP,0403030E0AAAEAE
15088111000001101,Fluoxetine 60mg capsules,15088111000001101,AMP,0403030E0AAAEAE
14956411000001101,Fluoxetine 60mg capsules,14956411000001101,AMP,0403030E0AAAEAE
22014511000001102,Fluoxetine 60mg capsules,22014511000001102,AMP,0403030E0AAAEAE
8516511000001104,Fluoxetine 2.5mg/5ml oral solution,8516511000001104,VMP,0403030E0AAAGAG
8516611000001100,Fluoxetine 2.5mg/5ml oral suspension,8516611000001100,VMP,0403030E0AAAGAG
8483611000001103,Fluoxetine 2.5mg/5ml oral solution,8483611000001103,AMP,0403030E0AAAGAG
8484111000001108,Fluoxetine 2.5mg/5ml oral suspension,8484111000001108,AMP,0403030E0AAAGAG
11590211000001106,Fluoxetine 20mg/5ml oral solution sugar free,11590211000001106,VMP,0403030E0AAAHAH
34036311000001104,Fluoxetine 20mg/5ml oral solution sugar free,34036311000001104,AMP,0403030E0AAAHAH
18802911000001109,Fluoxetine 20mg/5ml oral solution sugar free,18802911000001109,AMP,0403030E0AAAHAH
32332211000001102,Fluoxetine 20mg/5ml oral solution sugar free,32332211000001102,AMP,0403030E0AAAHAH
37384511000001104,Fluoxetine 20mg/5ml oral solution sugar free,37384511000001104,AMP,0403030E0AAAHAH
26055211000001106,Fluoxetine 20mg/5ml oral solution sugar free,26055211000001106,AMP,0403030E0AAAHAH
31406111000001105,Fluoxetine 20mg/5ml oral solution sugar free,31406111000001105,AMP,0403030E0AAAHAH
38918411000001105,Fluoxetine 20mg/5ml oral solution sugar free,38918411000001105,AMP,0403030E0AAAHAH
24227311000001107,Fluoxetine 20mg/5ml oral solution sugar free,24227311000001107,AMP,0403030E0AAAHAH
15880011000001100,Fluoxetine 2mg/5ml oral solution,15880011000001100,VMP,0403030E0AAAIAI
15880111000001104,Fluoxetine 2mg/5ml oral suspension,15880111000001104,VMP,0403030E0AAAIAI
15862311000001100,Fluoxetine 2mg/5ml oral solution,15862311000001100,AMP,0403030E0AAAIAI
15863111000001108,Fluoxetine 2mg/5ml oral suspension,15863111000001108,AMP,0403030E0AAAIAI
24407811000001108,Fluoxetine 20mg dispersible tablets sugar free,24407811000001108,VMP,0403030E0AAAKAK
373959000,Fluoxetine 10mg capsules,373959000,VMP,0403030E0AAALAL
33424811000001109,Fluoxetine 10mg capsules,33424811000001109,AMP,0403030E0AAALAL
35850211000001104,Fluoxetine 10mg capsules,35850211000001104,AMP,0403030E0AAALAL
32907711000001107,Fluoxetine 10mg capsules,32907711000001107,AMP,0403030E0AAALAL
37381911000001108,Fluoxetine 10mg capsules,37381911000001108,AMP,0403030E0AAALAL
37069211000001101,Fluoxetine 10mg capsules,37069211000001101,AMP,0403030E0AAALAL
38916811000001106,Fluoxetine 10mg capsules,38916811000001106,AMP,0403030E0AAALAL
