dmd_type,dmd_id,dmd_name,bnf_code
VMP,3897311000001109,Morphine tartrate 10mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules,040702020AAAAAA
AMP,7888211000001108,Morphine tartrate 10mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules,040702020AAAAAA
AMP,9762011000001106,Morphine tartrate 10mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules,040702020AAAAAA
AMP,8441511000001108,Morphine tartrate 10mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules,040702020AAAAAA
VMP,3897411000001102,Morphine tartrate 15mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules,040702020AAABAB
AMP,7887911000001100,Morphine tartrate 15mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules,040702020AAABAB
AMP,9762211000001101,Morphine tartrate 15mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules,040702020AAABAB
AMP,8442211000001103,Morphine tartrate 15mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules,040702020AAABAB
AMP,3885111000001102,Cyclimorph 10 solution for injection 1ml ampoules,040702020BBAAAA
AMP,3884611000001109,Cyclimorph 15 solution for injection 1ml ampoules,040702020BBABAB
VMP,35920411000001105,Tramadol 100mg/2ml solution for injection ampoules,040702040AAABAB
AMP,10059911000001106,Tramadol 100mg/2ml solution for injection ampoules,040702040AAABAB
AMP,39145611000001106,Tramadol 100mg/2ml solution for injection ampoules,040702040AAABAB
AMP,14978511000001103,Tramadol 100mg/2ml solution for injection ampoules,040702040AAABAB
AMP,10072711000001101,Tramadol 100mg/2ml solution for injection ampoules,040702040AAABAB
AMP,28798511000001104,Tramadol 100mg/2ml solution for injection ampoules,040702040AAABAB
AMP,793211000001103,Zydol 100mg/2ml solution for injection ampoules,040702040BBABAB
AMP,473811000001101,Zamadol 100mg/2ml solution for injection ampoules,040702040BDAFAB
VMP,36057511000001104,Hydromorphone 2mg/1ml solution for injection ampoules,040702050AAALAL
VMP,19822311000001101,Hydromorphone 20mg/1ml solution for injection ampoules,040702050AAAMAM
AMP,19809811000001107,Hydromorphone 20mg/1ml solution for injection ampoules,040702050AAAMAM
VMP,36057111000001108,Hydromorphone 10mg/1ml solution for injection ampoules,040702050AAANAN
AMP,19809511000001109,Hydromorphone 10mg/1ml solution for injection ampoules,040702050AAANAN
VMP,15774711000001101,Hydromorphone 50mg/1ml solution for injection ampoules,040702050AAAPAP
AMP,15699111000001103,Hydromorphone 50mg/1ml solution for injection ampoules,040702050AAAPAP
AMP,33367011000001107,Palladone 2mg/1ml solution for injection ampoules,040702050BBAHAL
AMP,33360511000001103,Palladone 20mg/1ml solution for injection ampoules,040702050BBAIAM
AMP,33367711000001109,Palladone 10mg/1ml solution for injection ampoules,040702050BBAJAN
AMP,33362711000001107,Palladone 50mg/1ml solution for injection ampoules,040702050BBAKAP
VMP,14615911000001108,Papaveretum 7.7mg/1ml solution for injection ampoules,0407020ABAAAAAA
AMP,10055711000001107,Papaveretum 7.7mg/1ml solution for injection ampoules,0407020ABAAAAAA
AMP,9768811000001103,Papaveretum 7.7mg/1ml solution for injection ampoules,0407020ABAAAAAA
AMP,9779411000001100,Papaveretum 7.7mg/1ml solution for injection ampoules,0407020ABAAAAAA
VMP,14612711000001102,Papaveretum 15.4mg/1ml solution for injection ampoules,0407020ABAAABAB
AMP,4076511000001105,Papaveretum 15.4mg/1ml solution for injection ampoules,0407020ABAAABAB
AMP,4076911000001103,Papaveretum 15.4mg/1ml solution for injection ampoules,0407020ABAAABAB
AMP,4076711000001100,Papaveretum 15.4mg/1ml solution for injection ampoules,0407020ABAAABAB
VMP,36025411000001105,Papaveretum 15.4mg/1ml / Hyoscine hydrobromide 400micrograms/1ml solution for injection ampoules,0407020ABAAAIAI
AMP,10054511000001103,Papaveretum 15.4mg/1ml / Hyoscine hydrobromide 400micrograms/1ml solution for injection ampoules,0407020ABAAAIAI
AMP,10056411000001105,Papaveretum 15.4mg/1ml / Hyoscine hydrobromide 400micrograms/1ml solution for injection ampoules,0407020ABAAAIAI
AMP,9142711000001109,Papaveretum 15.4mg/1ml / Hyoscine hydrobromide 400micrograms/1ml solution for injection ampoules,0407020ABAAAIAI
VMP,12392211000001105,Papaveretum 40mg/1ml solution for injection ampoules,0407020ABAAAKAK
AMP,12352211000001100,Papaveretum 40mg/1ml solution for injection ampoules,0407020ABAAAKAK
VMP,16110411000001103,Papaveretum 30mg/1ml solution for injection ampoules,0407020ABAAAPAP
AMP,16107611000001103,Papaveretum 30mg/1ml solution for injection ampoules,0407020ABAAAPAP
VMP,36129811000001103,Oxycodone 10mg/1ml solution for injection ampoules,0407020ADAAALAL
AMP,19671011000001103,Oxycodone 10mg/1ml solution for injection ampoules,0407020ADAAALAL
AMP,37995711000001100,Oxycodone 10mg/1ml solution for injection ampoules,0407020ADAAALAL
AMP,37761311000001108,Oxycodone 10mg/1ml solution for injection ampoules,0407020ADAAALAL
AMP,35537411000001101,Oxycodone 10mg/1ml solution for injection ampoules,0407020ADAAALAL
AMP,36640411000001107,Oxycodone 10mg/1ml solution for injection ampoules,0407020ADAAALAL
AMP,39072711000001100,Oxycodone 10mg/1ml solution for injection ampoules,0407020ADAAALAL
AMP,17474211000001101,Oxycodone 10mg/1ml solution for injection ampoules,0407020ADAAALAL
AMP,35576611000001103,Oxycodone 10mg/1ml solution for injection ampoules,0407020ADAAALAL
VMP,36130611000001105,Oxycodone 20mg/2ml solution for injection ampoules,0407020ADAAAMAM
AMP,19671211000001108,Oxycodone 20mg/2ml solution for injection ampoules,0407020ADAAAMAM
AMP,37995911000001103,Oxycodone 20mg/2ml solution for injection ampoules,0407020ADAAAMAM
AMP,37760911000001102,Oxycodone 20mg/2ml solution for injection ampoules,0407020ADAAAMAM
AMP,35537611000001103,Oxycodone 20mg/2ml solution for injection ampoules,0407020ADAAAMAM
AMP,36641311000001105,Oxycodone 20mg/2ml solution for injection ampoules,0407020ADAAAMAM
AMP,39072911000001103,Oxycodone 20mg/2ml solution for injection ampoules,0407020ADAAAMAM
AMP,17474611000001104,Oxycodone 20mg/2ml solution for injection ampoules,0407020ADAAAMAM
AMP,35576911000001109,Oxycodone 20mg/2ml solution for injection ampoules,0407020ADAAAMAM
VMP,15613611000001105,Oxycodone 50mg/1ml solution for injection ampoules,0407020ADAAANAN
AMP,22827711000001106,Oxycodone 50mg/1ml solution for injection ampoules,0407020ADAAANAN
AMP,37996111000001107,Oxycodone 50mg/1ml solution for injection ampoules,0407020ADAAANAN
AMP,37761111000001106,Oxycodone 50mg/1ml solution for injection ampoules,0407020ADAAANAN
AMP,35537811000001104,Oxycodone 50mg/1ml solution for injection ampoules,0407020ADAAANAN
AMP,39073111000001107,Oxycodone 50mg/1ml solution for injection ampoules,0407020ADAAANAN
AMP,23607911000001102,Oxycodone 50mg/1ml solution for injection ampoules,0407020ADAAANAN
AMP,35584011000001106,Oxycodone 50mg/1ml solution for injection ampoules,0407020ADAAANAN
AMP,4635211000001105,OxyNorm 10mg/1ml solution for injection ampoules,0407020ADBBAFAL
AMP,4636011000001109,OxyNorm 20mg/2ml solution for injection ampoules,0407020ADBBAGAM
AMP,15545411000001108,OxyNorm 50mg/1ml solution for injection ampoules,0407020ADBBAHAN
AMP,34025611000001102,Shortec 10mg/1ml solution for injection ampoules,0407020ADBJADAL
AMP,34025811000001103,Shortec 20mg/2ml solution for injection ampoules,0407020ADBJAEAM
AMP,34026211000001105,Shortec 50mg/1ml solution for injection ampoules,0407020ADBJAFAN
VMP,35913611000001107,Buprenorphine 300micrograms/1ml solution for injection ampoules,0407020B0AAAAAA
AMP,3611411000001101,Temgesic 300micrograms/1ml solution for injection ampoules,0407020B0BBABAA
VMP,36090011000001104,Codeine 60mg/1ml solution for injection ampoules,0407020C0AAAAAA
AMP,558511000001103,Codeine 60mg/1ml solution for injection ampoules,0407020C0AAAAAA
AMP,754411000001107,Codeine 60mg/1ml solution for injection ampoules,0407020C0AAAAAA
AMP,447811000001106,Codeine 60mg/1ml solution for injection ampoules,0407020C0AAAAAA
AMP,32755411000001106,Codeine 60mg/1ml solution for injection ampoules,0407020C0AAAAAA
VMP,12388811000001109,Codeine 30mg/1ml solution for injection ampoules,0407020C0AAAHAH
AMP,12315611000001102,Codeine 30mg/1ml solution for injection ampoules,0407020C0AAAHAH
VMP,36069111000001106,Dihydrocodeine 50mg/1ml solution for injection ampoules,0407020G0AAABAB
AMP,3987111000001102,Dihydrocodeine 50mg/1ml solution for injection ampoules,0407020G0AAABAB
AMP,3989911000001106,Dihydrocodeine 50mg/1ml solution for injection ampoules,0407020G0AAABAB
AMP,3988811000001108,Dihydrocodeine 50mg/1ml solution for injection ampoules,0407020G0AAABAB
VMP,34819611000001105,Diamorphine 5mg powder for solution for injection ampoules,0407020K0AAAAAA
AMP,22411000001100,Diamorphine 5mg powder for solution for injection ampoules,0407020K0AAAAAA
AMP,15422211000001107,Diamorphine 5mg powder for solution for injection ampoules,0407020K0AAAAAA
AMP,243011000001107,Diamorphine 5mg powder for solution for injection ampoules,0407020K0AAAAAA
AMP,37237411000001109,Diamorphine 5mg powder for solution for injection ampoules,0407020K0AAAAAA
AMP,853711000001101,Diamorphine 5mg powder for solution for injection ampoules,0407020K0AAAAAA
AMP,15404411000001109,Diamorphine 5mg powder for solution for injection ampoules,0407020K0AAAAAA
AMP,250111000001104,Diamorphine 5mg powder for solution for injection ampoules,0407020K0AAAAAA
VMP,322524004,Diamorphine 10mg powder for solution for injection ampoules,0407020K0AAABAB
AMP,684411000001105,Diamorphine 10mg powder for solution for injection ampoules,0407020K0AAABAB
AMP,15422411000001106,Diamorphine 10mg powder for solution for injection ampoules,0407020K0AAABAB
AMP,712711000001101,Diamorphine 10mg powder for solution for injection ampoules,0407020K0AAABAB
AMP,37237711000001103,Diamorphine 10mg powder for solution for injection ampoules,0407020K0AAABAB
AMP,11590911000001102,Diamorphine 10mg powder for solution for injection ampoules,0407020K0AAABAB
AMP,918811000001100,Diamorphine 10mg powder for solution for injection ampoules,0407020K0AAABAB
AMP,15405411000001105,Diamorphine 10mg powder for solution for injection ampoules,0407020K0AAABAB
AMP,25211000001109,Diamorphine 10mg powder for solution for injection ampoules,0407020K0AAABAB
VMP,12389011000001108,Diamorphine 15mg powder for solution for injection ampoules,0407020K0AAACAC
AMP,12316211000001105,Diamorphine 15mg powder for solution for injection ampoules,0407020K0AAACAC
VMP,322525003,Diamorphine 30mg powder for solution for injection ampoules,0407020K0AAAEAE
AMP,769411000001100,Diamorphine 30mg powder for solution for injection ampoules,0407020K0AAAEAE
AMP,15422611000001109,Diamorphine 30mg powder for solution for injection ampoules,0407020K0AAAEAE
AMP,922811000001107,Diamorphine 30mg powder for solution for injection ampoules,0407020K0AAAEAE
AMP,37237911000001101,Diamorphine 30mg powder for solution for injection ampoules,0407020K0AAAEAE
AMP,11591111000001106,Diamorphine 30mg powder for solution for injection ampoules,0407020K0AAAEAE
AMP,583111000001109,Diamorphine 30mg powder for solution for injection ampoules,0407020K0AAAEAE
AMP,908611000001101,Diamorphine 30mg powder for solution for injection ampoules,0407020K0AAAEAE
AMP,15405511000001109,Diamorphine 30mg powder for solution for injection ampoules,0407020K0AAAEAE
AMP,277811000001108,Diamorphine 30mg powder for solution for injection ampoules,0407020K0AAAEAE
VMP,322526002,Diamorphine 100mg powder for solution for injection ampoules,0407020K0AAAFAF
AMP,725011000001100,Diamorphine 100mg powder for solution for injection ampoules,0407020K0AAAFAF
AMP,13886511000001103,Diamorphine 100mg powder for solution for injection ampoules,0407020K0AAAFAF
AMP,397811000001109,Diamorphine 100mg powder for solution for injection ampoules,0407020K0AAAFAF
AMP,37238111000001103,Diamorphine 100mg powder for solution for injection ampoules,0407020K0AAAFAF
AMP,172311000001104,Diamorphine 100mg powder for solution for injection ampoules,0407020K0AAAFAF
AMP,15405611000001108,Diamorphine 100mg powder for solution for injection ampoules,0407020K0AAAFAF
